epoch,acc,loss,val_acc,val_loss
0,0.22552094226332439,2.2917568047077066,0.26505016722408026,1.8111489985964635
1,0.32490068994770399,1.7454587971593405,0.37458193979933108,1.5854975937999611
2,0.38281413339947118,1.590727959354461,0.43840579710144928,1.4705560309698218
3,0.41828698866940084,1.5087220881473595,0.45401337792642138,1.4177719876917709
4,0.44138964387762214,1.4479205960454455,0.48188405797101447,1.3510196836231279
5,0.46208795038397132,1.3960370252801861,0.48522853957636564,1.3675445532187438
6,0.47968499551991467,1.3590000525643431,0.5058528428093646,1.2922127463480035
7,0.49480800058245367,1.3221789762877247,0.51477146042363431,1.2690224105299117
8,0.50452993247424094,1.2918955120477738,0.51532887402452621,1.2592966753237755
9,0.5181545752815705,1.2687996749271788,0.53511705685618727,1.2292594403327508
10,0.5275280507643203,1.2424077378871907,0.53483835005574132,1.2168188332979761
11,0.53453202313750092,1.224062713415949,0.54626532887402457,1.205952310376077
12,0.54592654542047658,1.2006541939344677,0.55434782608695654,1.1773185440263354
13,0.54937626317499644,1.1883464790701541,0.56270903010033446,1.1716770701185117
14,0.55582270546485857,1.1689049947867451,0.55434782608695654,1.1780994483326857
15,0.56505679838316258,1.1458377285496817,0.564659977703456,1.1628742292440324
16,0.5687155899531966,1.1352211610059122,0.56326644370122636,1.1491629665379008
17,0.57700885079099584,1.1190668615831947,0.57218506131549607,1.1378720305037737
18,0.57676493137487095,1.1150930615134069,0.57190635451505012,1.136017147979077
19,0.58540664855524494,1.095797111933402,0.57162764771460428,1.1257103341346069
20,0.58735800409194061,1.0912858798484104,0.5693979933110368,1.1380261841957917
21,0.59742839223907018,1.0756357883408441,0.57664437012263103,1.1336665816663234
22,0.59697539898250751,1.0705415247142818,0.58221850613154957,1.1168442725337868
23,0.60415359958720727,1.0462224799354314,0.58193979933110362,1.1184405691116017
24,0.60763816298803097,1.0352610715781947,0.59030100334448166,1.1011445695075437
25,0.60809115617813092,1.0335731143627078,0.57692307692307687,1.1264024296466058
26,0.61213324972873562,1.0250131963802902,0.57636566332218508,1.1306776608378859
27,0.62408530216149249,1.0092040365419701,0.58974358974358976,1.1246558996613076
28,0.62303993308807515,1.0037752947405876,0.58556298773690074,1.1042707274722947
29,0.62683810721009325,0.99653933558183905,0.59280936454849498,1.0904942741627943
